name,PSNR,SSIM
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_11_Focus_0_-12.685.PNG'], 28.60, 0.7731
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Focus_0_10.801.PNG'], 30.86, 0.8236
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_0_Focus_0_-11.769.PNG'], 33.60, 0.8775
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_Focus_0_3.825.PNG'], 33.31, 0.8727
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Vibration_8_0.0.PNG'], 37.36, 0.9184
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_16_Vibration_6_0.0.PNG'], 40.32, 0.9627
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_3_Focus_0_-11.446.PNG'], 29.32, 0.7922
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_3_Focus_0_-4.05.PNG'], 34.27, 0.8909
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_4_Vibration_6_0.0.PNG'], 39.82, 0.9436
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_14_Vibration_1_0.0.PNG'], 39.89, 0.9611
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_17_Vibration_7_0.0.PNG'], 32.75, 0.8837
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_15_17_Vibration_8_0.0.PNG'], 38.34, 0.9299
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_ZStack_0_4054.904.PNG'], 38.74, 0.9571
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_13_Vibration_7_0.0.PNG'], 32.85, 0.8723
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_13_Focus_0_-9.457.PNG'], 29.99, 0.8038
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_0_Focus_0_2.379.PNG'], 39.22, 0.9427
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Both_2_2.715.PNG'], 34.36, 0.8949
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Both_8_-7.101.PNG'], 38.53, 0.9519
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Both_8_-3.849.PNG'], 32.81, 0.8665
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Both_3_3.461.PNG'], 35.91, 0.9033
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Both_1_-12.386.PNG'], 28.15, 0.7573
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_6_Both_3_-1.634.PNG'], 36.20, 0.9337
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_Focus_0_0.351.PNG'], 40.10, 0.9664
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_15_Vibration_8_0.0.PNG'], 35.86, 0.9132
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_27_13_Vibration_1_0.0.PNG'], 39.60, 0.9595
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_14_Both_2_9.248.PNG'], 30.84, 0.8182
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Focus_0_-12.507.PNG'], 28.15, 0.7607
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Focus_0_3.06.PNG'], 35.14, 0.9113
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_11_Vibration_3_0.0.PNG'], 39.56, 0.9534
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_6_Both_9_0.0340000000001.PNG'], 41.96, 0.9561
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_Focus_0_-3.548.PNG'], 34.81, 0.9072
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_7_14_Vibration_2_0.0.PNG'], 39.99, 0.9612
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Focus_0_4.863.PNG'], 39.11, 0.9504
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Vibration_9_0.0.PNG'], 41.25, 0.9573
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_7_Focus_0_12.64.PNG'], 29.99, 0.8096
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_13_Focus_0_4.636.PNG'], 33.04, 0.8666
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Focus_0_6.468.PNG'], 32.29, 0.8484
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_13_Both_3_0.709.PNG'], 38.36, 0.9505
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Both_0_12.132.PNG'], 29.49, 0.7946
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_18_Vibration_1_0.0.PNG'], 40.75, 0.9685
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_18_Focus_0_-3.997.PNG'], 34.15, 0.8940
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_10_Both_5_-0.858.PNG'], 34.24, 0.8889
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Both_9_0.832.PNG'], 34.23, 0.8923
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_16_Focus_0_-6.581.PNG'], 32.02, 0.8416
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_11_Both_5_-4.389.PNG'], 32.70, 0.8611
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_3_Both_2_-9.06.PNG'], 30.49, 0.8134
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_11_Vibration_6_0.0.PNG'], 40.69, 0.9633
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Focus_0_12.258.PNG'], 29.90, 0.8037
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Vibration_2_0.0.PNG'], 41.02, 0.9513
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_21_Vibration_6_0.0.PNG'], 38.99, 0.9559
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_17_Vibration_9_0.0.PNG'], 35.13, 0.9044
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_17_Focus_0_-0.517.PNG'], 39.80, 0.9649
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_Both_2_5.488.PNG'], 32.57, 0.8553
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Focus_0_6.422.PNG'], 30.97, 0.8432
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Both_4_5.007.PNG'], 32.06, 0.8459
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_0_Focus_0_12.719.PNG'], 34.06, 0.8877
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_Both_0_-11.908.PNG'], 29.11, 0.7855
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_19_Both_7_12.911.PNG'], 30.50, 0.8242
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_10_Focus_0_0.993.PNG'], 38.37, 0.9548
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_7_14_Vibration_1_0.0.PNG'], 38.82, 0.9569
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_0_Vibration_7_0.0.PNG'], 37.11, 0.9159
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Focus_0_10.381.PNG'], 30.88, 0.8209
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Both_0_-6.373.PNG'], 36.22, 0.9087
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_7_Vibration_5_0.0.PNG'], 24.55, 0.9212
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_0_Focus_0_8.403.PNG'], 35.27, 0.8980
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Vibration_3_0.0.PNG'], 38.91, 0.9503
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Vibration_9_0.0.PNG'], 35.36, 0.9069
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_6_Both_4_1.451.PNG'], 41.93, 0.9560
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_11_Both_4_4.162.PNG'], 33.57, 0.8922
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_4_Focus_0_2.106.PNG'], 36.41, 0.9338
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Vibration_1_0.0.PNG'], 43.10, 0.9644
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_4_Both_1_-2.169.PNG'], 36.08, 0.9317
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Both_8_12.801.PNG'], 31.64, 0.8480
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_ZStack_0_4017.063.PNG'], 38.78, 0.9621
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_10_Both_2_-7.626.PNG'], 30.54, 0.8082
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_Vibration_1_0.0.PNG'], 39.88, 0.9562
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Both_0_10.008.PNG'], 33.06, 0.8695
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_18_Both_3_7.617.PNG'], 30.93, 0.8160
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Focus_0_-1.491.PNG'], 37.68, 0.9524
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_4_Both_4_-7.385.PNG'], 38.46, 0.9459
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_16_1_Both_3_-0.245.PNG'], 41.60, 0.9617
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_Focus_0_-10.689.PNG'], 29.08, 0.7881
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_8_Both_9_-2.066.PNG'], 33.72, 0.8856
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_Both_5_-3.411.PNG'], 33.32, 0.8780
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_21_Vibration_7_0.0.PNG'], 34.07, 0.8987
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_18_Vibration_9_0.0.PNG'], 35.43, 0.9075
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_16_1_Vibration_5_0.0.PNG'], 40.00, 0.9539
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Vibration_9_0.0.PNG'], 40.46, 0.9516
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_8_Vibration_8_0.0.PNG'], 35.70, 0.9124
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Focus_0_12.355.PNG'], 29.43, 0.7910
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_4_Focus_0_12.395.PNG'], 33.75, 0.8846
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_8_Both_5_8.897.PNG'], 29.53, 0.7886
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Vibration_9_0.0.PNG'], 37.04, 0.9123
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_10_Focus_0_-8.817.PNG'], 30.26, 0.8195
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_27_13_Focus_0_-0.446.PNG'], 40.11, 0.9658
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_18_Both_1_6.264.PNG'], 32.67, 0.8505
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Both_6_-7.375.PNG'], 33.27, 0.8659
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_15_Vibration_9_0.0.PNG'], 35.05, 0.8994
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_16_Focus_0_-3.612.PNG'], 34.85, 0.9076
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_18_Vibration_4_0.0.PNG'], 38.15, 0.9382
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Both_4_-2.537.PNG'], 34.56, 0.9071
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_13_Both_1_10.46.PNG'], 30.29, 0.8031
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Vibration_4_0.0.PNG'], 37.94, 0.9282
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_7_14_Vibration_6_0.0.PNG'], 39.95, 0.9594
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Both_1_-4.945.PNG'], 31.90, 0.8696
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Vibration_7_0.0.PNG'], 32.93, 0.8724
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_10_Focus_0_1.36.PNG'], 37.53, 0.9477
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_12_Vibration_7_0.0.PNG'], 33.08, 0.8779
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Focus_0_-4.98.PNG'], 32.67, 0.8604
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_16_Vibration_3_0.0.PNG'], 33.20, 0.9564
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_15_17_Both_8_-6.302.PNG'], 33.99, 0.8850
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_18_Vibration_5_0.0.PNG'], 37.64, 0.9311
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Both_9_-10.787.PNG'], 28.51, 0.7590
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Vibration_9_0.0.PNG'], 37.26, 0.9172
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_4_Both_7_-7.651.PNG'], 33.90, 0.8792
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_9_Focus_0_-11.381.PNG'], 29.14, 0.7783
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_18_Vibration_1_0.0.PNG'], 39.42, 0.9569
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_18_Both_6_8.222.PNG'], 31.07, 0.8253
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_3_Both_0_4.689.PNG'], 33.17, 0.8697
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Vibration_6_0.0.PNG'], 39.75, 0.9615
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_4_Both_9_-12.957.PNG'], 28.28, 0.7683
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Both_6_-9.294.PNG'], 29.65, 0.7880
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_18_Vibration_6_0.0.PNG'], 39.60, 0.9568
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Vibration_3_0.0.PNG'], 40.12, 0.9581
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_6_Both_8_7.055.PNG'], 30.34, 0.8096
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_10_Both_3_0.11.PNG'], 38.03, 0.9402
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_19_Vibration_9_0.0.PNG'], 36.81, 0.9108
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_0_Focus_0_3.957.PNG'], 37.33, 0.9213
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_10_Both_3_-3.486.PNG'], 34.67, 0.9070
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Both_3_3.752.PNG'], 34.06, 0.8871
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_0_Vibration_6_0.0.PNG'], 40.42, 0.9497
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Focus_0_-6.314.PNG'], 31.59, 0.8398
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_7_Vibration_7_0.0.PNG'], 24.33, 0.9092
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_0_ZStack_0_4006.572.PNG'], 42.17, 0.9633
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_11_Both_1_-11.851.PNG'], 28.62, 0.7813
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Focus_0_-11.342.PNG'], 36.29, 0.9397
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_Vibration_4_0.0.PNG'], 35.91, 0.9138
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_3_Vibration_7_0.0.PNG'], 36.38, 0.9117
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Focus_0_-3.916.PNG'], 33.13, 0.8945
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Both_3_13.365.PNG'], 29.44, 0.7911
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_4_Focus_0_5.116.PNG'], 38.97, 0.9471
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_3_Both_6_0.791.PNG'], 37.06, 0.9308
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_7_14_Both_5_12.293.PNG'], 28.27, 0.7549
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_Both_2_-9.688.PNG'], 29.55, 0.7969
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_10_ZStack_0_4025.961.PNG'], 38.89, 0.9593
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Vibration_8_0.0.PNG'], 40.17, 0.9505
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Focus_0_-12.822.PNG'], 33.66, 0.8828
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Focus_0_6.334.PNG'], 32.16, 0.8436
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Both_3_8.778.PNG'], 37.39, 0.9422
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Vibration_5_0.0.PNG'], 37.18, 0.9386
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_13_Focus_0_12.226.PNG'], 29.80, 0.7936
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_Both_7_0.414.PNG'], 33.43, 0.8753
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_18_Vibration_3_0.0.PNG'], 39.25, 0.9529
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_16_Both_9_-5.751.PNG'], 30.84, 0.8943
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_11_Focus_0_6.462.PNG'], 31.88, 0.8459
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_0_Vibration_4_0.0.PNG'], 39.46, 0.9375
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Vibration_8_0.0.PNG'], 35.41, 0.9049
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_9_Vibration_7_0.0.PNG'], 36.84, 0.9118
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_3_Focus_0_3.87.PNG'], 36.67, 0.9164
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Focus_0_8.664.PNG'], 33.44, 0.8741
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_9_Vibration_7_0.0.PNG'], 33.33, 0.8758
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_10_Both_8_0.396.PNG'], 35.51, 0.9108
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_6_Both_2_10.177.PNG'], 30.79, 0.8251
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_11_Focus_0_7.181.PNG'], 31.68, 0.8428
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_11_Both_6_4.885.PNG'], 32.98, 0.8624
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_7_Focus_0_-9.958.PNG'], 23.77, 0.8564
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_0_Both_7_10.688.PNG'], 33.29, 0.8771
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_9_Both_2_-11.436.PNG'], 32.41, 0.8713
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_18_Focus_0_-2.007.PNG'], 36.00, 0.9330
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_6_Vibration_2_0.0.PNG'], 38.03, 0.9417
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_7_Both_0_-10.241.PNG'], 29.76, 0.8002
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_10_Focus_0_12.436.PNG'], 33.94, 0.8842
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_10_Vibration_6_0.0.PNG'], 39.20, 0.9551
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_19_Both_9_-11.172.PNG'], 30.56, 0.8228
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_16_1_Focus_0_10.175.PNG'], 32.85, 0.9063
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_7_ZStack_0_3995.651.PNG'], 24.75, 0.9600
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_7_Vibration_4_0.0.PNG'], 38.16, 0.9414
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Both_7_1.345.PNG'], 36.73, 0.9134
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_Both_1_-9.47.PNG'], 29.78, 0.7940
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_15_Focus_0_5.769.PNG'], 31.83, 0.8372
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Both_4_7.177.PNG'], 34.97, 0.8944
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_4_Vibration_2_0.0.PNG'], 40.81, 0.9507
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_10_Focus_0_0.571.PNG'], 39.26, 0.9599
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Vibration_2_0.0.PNG'], 39.40, 0.9571
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Vibration_7_0.0.PNG'], 32.94, 0.8750
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_13_Focus_0_4.604.PNG'], 33.21, 0.8697
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Both_1_5.97.PNG'], 31.97, 0.8394
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Vibration_5_0.0.PNG'], 42.54, 0.9624
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_13_ZStack_0_4024.676.PNG'], 40.16, 0.9662
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_19_Vibration_2_0.0.PNG'], 41.32, 0.9602
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_19_Focus_0_-3.15.PNG'], 36.27, 0.9156
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_16_Both_0_-10.235.PNG'], 29.10, 0.7795
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_4_Focus_0_-11.999.PNG'], 29.07, 0.7868
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_18_Focus_0_4.094.PNG'], 33.48, 0.8797
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_Focus_0_6.982.PNG'], 31.87, 0.8438
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Both_5_-13.498.PNG'], 27.63, 0.7460
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Both_2_-7.473.PNG'], 30.86, 0.8171
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_9_Vibration_4_0.0.PNG'], 37.45, 0.9347
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Focus_0_11.598.PNG'], 37.80, 0.9510
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Both_8_-2.093.PNG'], 34.16, 0.8856
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_28_3_Both_8_-11.894.PNG'], 31.22, 0.8407
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_3_Both_8_4.586.PNG'], 34.17, 0.8805
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Vibration_8_0.0.PNG'], 36.05, 0.9153
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_14_ZStack_0_4041.738.PNG'], 39.01, 0.9589
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_3_Vibration_6_0.0.PNG'], 40.13, 0.9489
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_18_Both_9_-7.204.PNG'], 31.70, 0.8331
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_ZStack_0_3991.934.PNG'], 39.95, 0.9623
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_2_1_Both_7_-5.052.PNG'], 34.48, 0.8865
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Vibration_8_0.0.PNG'], 40.83, 0.9563
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_16_Focus_0_-11.656.PNG'], 28.78, 0.7718
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_18_Focus_0_-3.279.PNG'], 36.06, 0.9206
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_7_Vibration_8_0.0.PNG'], 35.97, 0.9140
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_18_Focus_0_11.251.PNG'], 30.39, 0.8098
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Vibration_4_0.0.PNG'], 35.36, 0.9043
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Vibration_8_0.0.PNG'], 37.81, 0.9218
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_6_Both_3_6.647.PNG'], 31.34, 0.8235
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_7_Focus_0_0.494.PNG'], 40.74, 0.9666
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_6_Vibration_5_0.0.PNG'], 41.80, 0.9544
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_0_Focus_0_-3.308.PNG'], 38.00, 0.9307
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Both_4_-0.831.PNG'], 41.10, 0.9581
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_16_Vibration_5_0.0.PNG'], 32.10, 0.9234
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_16_Focus_0_-2.381.PNG'], 35.86, 0.9273
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_7_Focus_0_-6.334.PNG'], 24.19, 0.8846
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_9_Focus_0_-7.696.PNG'], 30.81, 0.8140
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_18_Both_8_-3.241.PNG'], 32.29, 0.8707
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Focus_0_1.54.PNG'], 39.46, 0.9478
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_27_13_Both_9_11.255.PNG'], 29.69, 0.7866
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_9_Focus_0_-11.972.PNG'], 32.38, 0.8711
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Both_3_-8.428.PNG'], 30.10, 0.7992
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Both_0_-8.179.PNG'], 30.56, 0.8159
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_15_11_Vibration_2_0.0.PNG'], 39.22, 0.9526
